paper,idstudy,pub_year,pub_year_dif,published,top,cite_google,lnycite,idcoeff,frisch,se,ftest,no_obs,est_per_study,byproduct,start,end,timespan,ln_timespan,daily,monthly,quarterly,annual,biannual,female,male,malefemale,married,single,wealth,industry,indivlab,usa,pooled_crosec,panel,macro,micro,quasi_exp,empr,ols,probit,nonpar_sim,2sls_iv,quantile,prime,nearretirement,ratio_wage
Erosa et al. (2016),21,2016,32,1,1,128,2.772588722239781,56,2.28,,,,88,0,1989,1992,4,1.3862943611198906,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1
Erosa et al. (2016),21,2016,32,1,1,128,2.772588722239781,57,0.64,,,,88,0,1989,1992,4,1.3862943611198906,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1
Erosa et al. (2016),21,2016,32,1,1,128,2.772588722239781,58,0.6,,,,88,0,1989,1992,4,1.3862943611198906,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1
Erosa et al. (2016),21,2016,32,1,1,128,2.772588722239781,59,0.47,,,,88,0,1989,1992,4,1.3862943611198906,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1
Erosa et al. (2016),21,2016,32,1,1,128,2.772588722239781,60,0.31,,,,88,0,1989,1992,4,1.3862943611198906,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1
Erosa et al. (2016),21,2016,32,1,1,128,2.772588722239781,61,0.0,,,,88,0,1989,1992,4,1.3862943611198906,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1
Erosa et al. (2016),21,2016,32,1,1,128,2.772588722239781,62,0.28,,,,88,0,1989,1992,4,1.3862943611198906,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1
Erosa et al. (2016),21,2016,32,1,1,128,2.772588722239781,63,0.0,,,,88,0,1989,1992,4,1.3862943611198906,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1
Erosa et al. (2016),21,2016,32,1,1,128,2.772588722239781,64,0.27,,,,88,0,1989,1992,4,1.3862943611198906,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1
Erosa et al. (2016),21,2016,32,1,1,128,2.772588722239781,65,0.45,,,,88,0,1989,1992,4,1.3862943611198906,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1
Erosa et al. (2016),21,2016,32,1,1,128,2.772588722239781,66,0.4,,,,88,0,1989,1992,4,1.3862943611198906,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1
Erosa et al. (2016),21,2016,32,1,1,128,2.772588722239781,67,0.56,,,,88,0,1989,1992,4,1.3862943611198906,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1
Erosa et al. (2016),21,2016,32,1,1,128,2.772588722239781,68,0.42,,,,88,0,1989,1992,4,1.3862943611198906,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1
Erosa et al. (2016),21,2016,32,1,1,128,2.772588722239781,69,0.0,,,,88,0,1989,1992,4,1.3862943611198906,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1
Erosa et al. (2016),21,2016,32,1,1,128,2.772588722239781,70,0.29,,,,88,0,1989,1992,4,1.3862943611198906,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1
Erosa et al. (2016),21,2016,32,1,1,128,2.772588722239781,71,0.0,,,,88,0,1989,1992,4,1.3862943611198906,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1
Erosa et al. (2016),21,2016,32,1,1,128,2.772588722239781,72,0.26,,,,88,0,1989,1992,4,1.3862943611198906,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1
Erosa et al. (2016),21,2016,32,1,1,128,2.772588722239781,73,0.58,,,,88,0,1989,1992,4,1.3862943611198906,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1
Erosa et al. (2016),21,2016,32,1,1,128,2.772588722239781,74,0.27,,,,88,0,1989,1992,4,1.3862943611198906,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1
Erosa et al. (2016),21,2016,32,1,1,128,2.772588722239781,75,0.72,,,,88,0,1989,1992,4,1.3862943611198906,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1
Erosa et al. (2016),21,2016,32,1,1,128,2.772588722239781,76,0.59,,,,88,0,1989,1992,4,1.3862943611198906,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1
Erosa et al. (2016),21,2016,32,1,1,128,2.772588722239781,77,0.0,,,,88,0,1989,1992,4,1.3862943611198906,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1
Erosa et al. (2016),21,2016,32,1,1,128,2.772588722239781,78,0.34,,,,88,0,1989,1992,4,1.3862943611198906,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1
Erosa et al. (2016),21,2016,32,1,1,128,2.772588722239781,79,0.0,,,,88,0,1989,1992,4,1.3862943611198906,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1
Erosa et al. (2016),21,2016,32,1,1,128,2.772588722239781,80,0.31,,,,88,0,1989,1992,4,1.3862943611198906,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1
Erosa et al. (2016),21,2016,32,1,1,128,2.772588722239781,81,1.42,,,,88,0,1989,1992,4,1.3862943611198906,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1
Erosa et al. (2016),21,2016,32,1,1,128,2.772588722239781,82,0.39,,,,88,0,1989,1992,4,1.3862943611198906,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1
Erosa et al. (2016),21,2016,32,1,1,128,2.772588722239781,83,2.09,,,,88,0,1989,1992,4,1.3862943611198906,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1
Erosa et al. (2016),21,2016,32,1,1,128,2.772588722239781,84,1.46,,,,88,0,1989,1992,4,1.3862943611198906,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1
Erosa et al. (2016),21,2016,32,1,1,128,2.772588722239781,85,0.0,,,,88,0,1989,1992,4,1.3862943611198906,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1
Erosa et al. (2016),21,2016,32,1,1,128,2.772588722239781,86,0.6,,,,88,0,1989,1992,4,1.3862943611198906,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1
Erosa et al. (2016),21,2016,32,1,1,128,2.772588722239781,87,0.04,,,,88,0,1989,1992,4,1.3862943611198906,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1
Erosa et al. (2016),21,2016,32,1,1,128,2.772588722239781,88,1.18,,,,88,0,1989,1992,4,1.3862943611198906,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1
Karabarbounis (2016),22,2016,32,1,0,37,1.5314763709643886,1,0.42,,,21000.0,20,0,1970,2005,36,3.58351893845611,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1
Karabarbounis (2016),22,2016,32,1,0,37,1.5314763709643886,2,0.2,,,21000.0,20,0,1970,2005,36,3.58351893845611,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1
Karabarbounis (2016),22,2016,32,1,0,37,1.5314763709643886,3,0.19,,,21000.0,20,0,1970,2005,36,3.58351893845611,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1
Karabarbounis (2016),22,2016,32,1,0,37,1.5314763709643886,4,0.14,,,21000.0,20,0,1970,2005,36,3.58351893845611,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1
Karabarbounis (2016),22,2016,32,1,0,37,1.5314763709643886,5,1.68,,,21000.0,20,0,1970,2005,36,3.58351893845611,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1
Karabarbounis (2016),22,2016,32,1,0,37,1.5314763709643886,6,3.94,,,21000.0,20,0,1970,2005,36,3.58351893845611,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1
Karabarbounis (2016),22,2016,32,1,0,37,1.5314763709643886,7,0.38,,,21000.0,20,0,1970,2005,36,3.58351893845611,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1
Karabarbounis (2016),22,2016,32,1,0,37,1.5314763709643886,8,0.37,,,21000.0,20,0,1970,2005,36,3.58351893845611,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1
Karabarbounis (2016),22,2016,32,1,0,37,1.5314763709643886,9,0.18,,,21000.0,20,0,1970,2005,36,3.58351893845611,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1
Karabarbounis (2016),22,2016,32,1,0,37,1.5314763709643886,10,0.81,,,21000.0,20,0,1970,2005,36,3.58351893845611,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1
Karabarbounis (2016),22,2016,32,1,0,37,1.5314763709643886,11,0.55,,,21000.0,20,0,1970,2005,36,3.58351893845611,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
Karabarbounis (2016),22,2016,32,1,0,37,1.5314763709643886,12,0.22,,,21000.0,20,0,1970,2005,36,3.58351893845611,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
Karabarbounis (2016),22,2016,32,1,0,37,1.5314763709643886,13,0.24,,,21000.0,20,0,1970,2005,36,3.58351893845611,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
Karabarbounis (2016),22,2016,32,1,0,37,1.5314763709643886,14,0.3,,,21000.0,20,0,1970,2005,36,3.58351893845611,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
Karabarbounis (2016),22,2016,32,1,0,37,1.5314763709643886,15,0.34,,,21000.0,20,0,1970,2005,36,3.58351893845611,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
Karabarbounis (2016),22,2016,32,1,0,37,1.5314763709643886,16,4.24,,,21000.0,20,0,1970,2005,36,3.58351893845611,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
Karabarbounis (2016),22,2016,32,1,0,37,1.5314763709643886,17,0.49,,,21000.0,20,0,1970,2005,36,3.58351893845611,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
Karabarbounis (2016),22,2016,32,1,0,37,1.5314763709643886,18,0.3,,,21000.0,20,0,1970,2005,36,3.58351893845611,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
Karabarbounis (2016),22,2016,32,1,0,37,1.5314763709643886,19,0.32,,,21000.0,20,0,1970,2005,36,3.58351893845611,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
Karabarbounis (2016),22,2016,32,1,0,37,1.5314763709643886,20,1.12,,,21000.0,20,0,1970,2005,36,3.58351893845611,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
Keane & Wasi (2016),23,2016,32,1,0,55,1.927891643552635,1,0.0,,,21000.0,3,0,1996,2005,10,2.302585092994046,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
Keane & Wasi (2016),23,2016,32,1,0,55,1.927891643552635,2,0.0,,,21000.0,3,0,1996,2005,10,2.302585092994046,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
Keane & Wasi (2016),23,2016,32,1,0,55,1.927891643552635,3,0.0,,,21000.0,3,0,1996,2005,10,2.302585092994046,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
Manoli & Weber (2016),24,2016,32,1,0,240,3.4011973816621555,1,-0.01,0.02,,105932.0,35,0,1997,2005,9,2.1972245773362196,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0
Manoli & Weber (2016),24,2016,32,1,0,240,3.4011973816621555,2,0.14,0.02,,105932.0,35,0,1997,2005,9,2.1972245773362196,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0
Manoli & Weber (2016),24,2016,32,1,0,240,3.4011973816621555,3,0.26,0.02,,105932.0,35,0,1997,2005,9,2.1972245773362196,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0
Manoli & Weber (2016),24,2016,32,1,0,240,3.4011973816621555,4,0.28,0.02,,105932.0,35,0,1997,2005,9,2.1972245773362196,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0
Manoli & Weber (2016),24,2016,32,1,0,240,3.4011973816621555,5,0.2,0.01,,105932.0,35,0,1997,2005,9,2.1972245773362196,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0
Manoli & Weber (2016),24,2016,32,1,0,240,3.4011973816621555,6,0.14,0.0,,105932.0,35,0,1997,2005,9,2.1972245773362196,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0
Manoli & Weber (2016),24,2016,32,1,0,240,3.4011973816621555,7,0.61,0.01,,105932.0,35,0,1997,2005,9,2.1972245773362196,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0
Manoli & Weber (2016),24,2016,32,1,0,240,3.4011973816621555,8,-0.02,0.02,,105932.0,35,0,1997,2005,9,2.1972245773362196,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0
Manoli & Weber (2016),24,2016,32,1,0,240,3.4011973816621555,9,0.16,0.02,,105932.0,35,0,1997,2005,9,2.1972245773362196,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0
Manoli & Weber (2016),24,2016,32,1,0,240,3.4011973816621555,10,0.3,0.03,,105932.0,35,0,1997,2005,9,2.1972245773362196,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0
Manoli & Weber (2016),24,2016,32,1,0,240,3.4011973816621555,11,0.35,0.02,,105932.0,35,0,1997,2005,9,2.1972245773362196,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0
Manoli & Weber (2016),24,2016,32,1,0,240,3.4011973816621555,12,0.29,0.01,,105932.0,35,0,1997,2005,9,2.1972245773362196,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0
Manoli & Weber (2016),24,2016,32,1,0,240,3.4011973816621555,13,0.24,0.01,,105932.0,35,0,1997,2005,9,2.1972245773362196,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0
Manoli & Weber (2016),24,2016,32,1,0,240,3.4011973816621555,14,0.61,0.02,,105932.0,35,0,1997,2005,9,2.1972245773362196,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0
Manoli & Weber (2016),24,2016,32,1,0,240,3.4011973816621555,15,-0.03,0.02,,83686.0,35,0,1997,2005,9,2.1972245773362196,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0
Manoli & Weber (2016),24,2016,32,1,0,240,3.4011973816621555,16,0.14,0.02,,83686.0,35,0,1997,2005,9,2.1972245773362196,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0
Manoli & Weber (2016),24,2016,32,1,0,240,3.4011973816621555,17,0.26,0.03,,83686.0,35,0,1997,2005,9,2.1972245773362196,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0
Manoli & Weber (2016),24,2016,32,1,0,240,3.4011973816621555,18,0.28,0.02,,83686.0,35,0,1997,2005,9,2.1972245773362196,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0
Manoli & Weber (2016),24,2016,32,1,0,240,3.4011973816621555,19,0.2,0.01,,83686.0,35,0,1997,2005,9,2.1972245773362196,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0
Manoli & Weber (2016),24,2016,32,1,0,240,3.4011973816621555,20,0.14,0.0,,83686.0,35,0,1997,2005,9,2.1972245773362196,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0
Manoli & Weber (2016),24,2016,32,1,0,240,3.4011973816621555,21,0.62,0.02,,83686.0,35,0,1997,2005,9,2.1972245773362196,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0
Manoli & Weber (2016),24,2016,32,1,0,240,3.4011973816621555,22,-0.04,0.03,,51907.0,35,0,1997,2005,9,2.1972245773362196,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0
Manoli & Weber (2016),24,2016,32,1,0,240,3.4011973816621555,23,0.07,0.03,,51907.0,35,0,1997,2005,9,2.1972245773362196,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0
Manoli & Weber (2016),24,2016,32,1,0,240,3.4011973816621555,24,0.17,0.03,,51907.0,35,0,1997,2005,9,2.1972245773362196,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0
Manoli & Weber (2016),24,2016,32,1,0,240,3.4011973816621555,25,0.22,0.03,,51907.0,35,0,1997,2005,9,2.1972245773362196,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0
Manoli & Weber (2016),24,2016,32,1,0,240,3.4011973816621555,26,0.17,0.01,,51907.0,35,0,1997,2005,9,2.1972245773362196,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0
Manoli & Weber (2016),24,2016,32,1,0,240,3.4011973816621555,27,0.13,0.0,,51907.0,35,0,1997,2005,9,2.1972245773362196,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0
Manoli & Weber (2016),24,2016,32,1,0,240,3.4011973816621555,28,0.64,0.02,,51907.0,35,0,1997,2005,9,2.1972245773362196,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0
Manoli & Weber (2016),24,2016,32,1,0,240,3.4011973816621555,29,0.0,0.02,,54025.0,35,0,1997,2005,9,2.1972245773362196,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0
Manoli & Weber (2016),24,2016,32,1,0,240,3.4011973816621555,30,0.2,0.03,,54025.0,35,0,1997,2005,9,2.1972245773362196,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0
Manoli & Weber (2016),24,2016,32,1,0,240,3.4011973816621555,31,0.32,0.03,,54025.0,35,0,1997,2005,9,2.1972245773362196,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0
Manoli & Weber (2016),24,2016,32,1,0,240,3.4011973816621555,32,0.33,0.02,,54025.0,35,0,1997,2005,9,2.1972245773362196,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0
Manoli & Weber (2016),24,2016,32,1,0,240,3.4011973816621555,33,0.21,0.01,,54025.0,35,0,1997,2005,9,2.1972245773362196,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0
Manoli & Weber (2016),24,2016,32,1,0,240,3.4011973816621555,34,0.15,0.0,,54025.0,35,0,1997,2005,9,2.1972245773362196,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0
Manoli & Weber (2016),24,2016,32,1,0,240,3.4011973816621555,35,0.58,0.02,,54025.0,35,0,1997,2005,9,2.1972245773362196,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0
Peterman (2016),25,2016,32,1,0,216,3.295836866004329,1,0.61,,,980.0,2,0,1996,2005,10,2.302585092994046,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1
Peterman (2016),25,2016,32,1,0,216,3.295836866004329,2,0.66,,,980.0,2,0,1996,2005,10,2.302585092994046,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1
Espino et al. (2017),26,2017,33,1,0,15,0.7621400520468967,1,0.303,,2.61,,4,0,1986,2010,25,3.2188758248682006,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0
Espino et al. (2017),26,2017,33,1,0,15,0.7621400520468967,2,0.309,,0.04,,4,0,1986,2010,25,3.2188758248682006,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0
Espino et al. (2017),26,2017,33,1,0,15,0.7621400520468967,3,0.396,,2.61,,4,0,1986,2010,25,3.2188758248682006,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0
Espino et al. (2017),26,2017,33,1,0,15,0.7621400520468967,4,0.33,,0.04,,4,0,1986,2010,25,3.2188758248682006,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0
French & Stafford (2017),27,2017,33,0,0,6,-0.15415067982725836,1,2.401,0.548,,3327.0,20,0,1986,2007,22,3.091042453358316,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0
French & Stafford (2017),27,2017,33,0,0,6,-0.15415067982725836,2,1.919,0.371,,4901.0,20,0,1986,2007,22,3.091042453358316,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0
French & Stafford (2017),27,2017,33,0,0,6,-0.15415067982725836,3,1.226,0.166,,122170.0,20,0,1986,2007,22,3.091042453358316,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
French & Stafford (2017),27,2017,33,0,0,6,-0.15415067982725836,4,0.004,1.285,,1938.0,20,0,1986,2007,22,3.091042453358316,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
French & Stafford (2017),27,2017,33,0,0,6,-0.15415067982725836,5,0.347,0.874,,2616.0,20,0,1986,2007,22,3.091042453358316,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
French & Stafford (2017),27,2017,33,0,0,6,-0.15415067982725836,6,2.092,0.478,,3327.0,20,0,1986,2007,22,3.091042453358316,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0
French & Stafford (2017),27,2017,33,0,0,6,-0.15415067982725836,7,2.106,0.407,,4901.0,20,0,1986,2007,22,3.091042453358316,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0
French & Stafford (2017),27,2017,33,0,0,6,-0.15415067982725836,8,1.226,0.166,,122170.0,20,0,1986,2007,22,3.091042453358316,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
French & Stafford (2017),27,2017,33,0,0,6,-0.15415067982725836,9,0.002,0.617,,1938.0,20,0,1986,2007,22,3.091042453358316,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
French & Stafford (2017),27,2017,33,0,0,6,-0.15415067982725836,10,0.22,0.556,,2616.0,20,0,1986,2007,22,3.091042453358316,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
French & Stafford (2017),27,2017,33,0,0,6,-0.15415067982725836,11,2.789,0.637,,3327.0,20,0,1986,2007,22,3.091042453358316,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0
French & Stafford (2017),27,2017,33,0,0,6,-0.15415067982725836,12,2.503,0.484,,4901.0,20,0,1986,2007,22,3.091042453358316,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0
French & Stafford (2017),27,2017,33,0,0,6,-0.15415067982725836,13,0.002,0.823,,1938.0,20,0,1986,2007,22,3.091042453358316,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
French & Stafford (2017),27,2017,33,0,0,6,-0.15415067982725836,14,0.278,0.701,,2616.0,20,0,1986,2007,22,3.091042453358316,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
French & Stafford (2017),27,2017,33,0,0,6,-0.15415067982725836,15,1.186,0.234,,17427.0,20,0,2001,2005,5,1.6094379124341003,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
